Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,Russell Westbrook,26,OKC,PG,67,67,34.4,9.4,22,0.426,1.3,4.3,0.299,8.1,17.7,0.457,0.455,8.1,9.8,0.835,1.9,5.4,7.3,8.6,2.1,0.2,4.4,2.7,28.1,"MVP-4,AS,NBA2"
2,James Harden,25,HOU,SG,81,81,36.8,8,18.1,0.44,2.6,6.9,0.375,5.4,11.3,0.48,0.511,8.8,10.2,0.868,0.9,4.7,5.7,7,1.9,0.7,4,2.6,27.4,"MVP-2,AS,NBA1"
3,Kevin Durant,26,OKC,SF,27,27,33.8,8.8,17.3,0.51,2.4,5.9,0.403,6.4,11.4,0.565,0.578,5.4,6.3,0.854,0.6,6,6.6,4.1,0.9,0.9,2.7,1.5,25.4,AS
4,LeBron James,30,CLE,SF,69,69,36.1,9,18.5,0.488,1.7,4.9,0.354,7.3,13.6,0.536,0.535,5.4,7.7,0.71,0.7,5.3,6,7.4,1.6,0.7,3.9,2,25.3,"MVP-3,DPOY-13,AS,NBA1"
5,Anthony Davis,21,NOP,PF,68,68,36.1,9.4,17.6,0.535,0,0.2,0.083,9.4,17.5,0.54,0.536,5.5,6.8,0.805,2.5,7.7,10.2,2.2,1.5,2.9,1.4,2.1,24.4,"MVP-5,DPOY-4,AS,NBA1,DEF2"
6,Carmelo Anthony,30,NYK,SF,40,40,35.7,9,20.2,0.444,1.5,4.5,0.341,7.4,15.7,0.474,0.482,4.7,5.9,0.797,1.8,4.8,6.6,3.1,1,0.4,2.2,2.2,24.2,AS
7,DeMarcus Cousins,24,SAC,C,59,59,34.1,8.4,18.1,0.467,0,0.1,0.25,8.4,17.9,0.469,0.468,7.2,9.2,0.782,3.1,9.5,12.7,3.6,1.5,1.7,4.3,4.1,24.1,"AS,NBA2"
8,Stephen Curry,26,GSW,PG,80,80,32.7,8.2,16.8,0.487,3.6,8.1,0.443,4.6,8.7,0.528,0.594,3.9,4.2,0.914,0.7,3.6,4.3,7.7,2,0.2,3.1,2,23.8,"MVP-1,AS,NBA1"
9,LaMarcus Aldridge,29,POR,PF,71,71,35.4,9.3,19.9,0.466,0.5,1.5,0.352,8.8,18.5,0.475,0.479,4.3,5.1,0.845,2.5,7.7,10.2,1.7,0.7,1,1.7,1.8,23.4,"MVP-7,AS,NBA2"
10,Kobe Bryant,36,LAL,SG,35,35,34.5,7.6,20.4,0.373,1.5,5.3,0.293,6.1,15.1,0.401,0.411,5.6,6.9,0.813,0.7,4.9,5.7,5.6,1.3,0.2,3.7,1.9,22.3,AS
