Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,LeBron James,23,CLE,SF,75,74,40.4,10.6,21.9,0.484,1.5,4.8,0.315,9.1,17.1,0.531,0.518,7.3,10.3,0.712,1.8,6.1,7.9,7.2,1.8,1.1,3.4,2.2,30,"MVP-4,AS,NBA1"
2,Kobe Bryant,29,LAL,SG,82,82,38.9,9.5,20.6,0.459,1.8,5.1,0.361,7.6,15.5,0.49,0.503,7.6,9,0.84,1.1,5.2,6.3,5.4,1.8,0.5,3.1,2.8,28.3,"MVP-1,DPOY-5,AS,NBA1,DEF1"
3,Allen Iverson,32,DEN,SG,82,82,41.8,8.7,19,0.458,1.2,3.4,0.345,7.5,15.6,0.482,0.488,7.9,9.7,0.809,0.6,2.4,3,7.1,2,0.1,3,1.3,26.4,AS
4,Carmelo Anthony,23,DEN,SF,77,77,36.4,9.5,19.2,0.492,0.8,2.1,0.354,8.7,17.1,0.509,0.511,6,7.7,0.786,2.3,5.1,7.4,3.4,1.3,0.5,3.3,3.3,25.7,"MVP-13,AS"
5,Amar'e Stoudemire,25,PHO,C,79,79,33.9,9,15.3,0.59,0.1,0.4,0.161,9,14.9,0.601,0.592,7,8.7,0.805,2.3,6.8,9.1,1.5,0.8,2.1,2.2,3.7,25.2,"MVP-6,AS,NBA2"
6,Dwyane Wade,26,MIA,SG,51,49,38.3,8.6,18.4,0.469,0.4,1.5,0.286,8.2,16.9,0.485,0.48,6.9,9.2,0.758,0.9,3.3,4.2,6.9,1.7,0.7,4.4,2.7,24.6,AS
7,Kevin Martin,24,SAC,SG,61,57,36.3,6.8,15,0.456,1.8,4.4,0.402,5.1,10.6,0.478,0.515,8.2,9.5,0.869,0.8,3.7,4.5,2.1,1,0.1,2.1,2.5,23.7,
8,Dirk Nowitzki,29,DAL,PF,77,77,36,8.2,17.1,0.479,1,2.9,0.359,7.2,14.2,0.504,0.51,6.2,7.1,0.879,1.2,7.3,8.6,3.5,0.7,0.9,2.1,2.6,23.6,"MVP-11,AS,NBA2"
9,Michael Redd,28,MIL,SG,72,71,37.5,7.6,17.3,0.442,1.8,5,0.362,5.8,12.3,0.475,0.495,5.6,6.8,0.82,1.2,3.1,4.3,3.4,0.9,0.2,2.5,1.7,22.7,
10,Richard Jefferson,27,NJN,SF,82,82,39,7.5,16.2,0.466,0.9,2.6,0.362,6.6,13.6,0.486,0.495,6.6,8.3,0.798,1.1,3,4.2,3.1,0.9,0.3,2.4,2.7,22.6,
11,Chris Bosh,23,TOR,C,67,67,36.2,7.6,15.3,0.494,0.1,0.4,0.4,7.4,15,0.496,0.499,7,8.3,0.844,2.6,6.1,8.7,2.6,0.9,1,2.3,2.3,22.3,AS
12,Corey Maggette,28,LAC,SF,70,65,35.7,6.5,14.3,0.458,1.1,2.9,0.384,5.4,11.4,0.477,0.497,7.9,9.7,0.812,1.1,4.5,5.6,2.7,1,0.1,2.8,3,22.1,
