Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
1,Michael Jordan,23,CHI,SG,82,82,40,13.4,27.8,0.482,0.1,0.8,0.182,13.2,27,0.491,0.484,10.2,11.9,0.857,2,3.2,5.2,4.6,2.9,1.5,3.3,2.9,37.1,"MVP-2,DPOY-8,AS,NBA1"
2,Dominique Wilkins,27,ATL,SF,79,79,37.6,10.5,22.6,0.463,0.4,1.3,0.292,10.1,21.3,0.474,0.472,7.7,9.4,0.818,2.7,3.6,6.3,3.3,1.5,0.6,2.7,1.9,29,"MVP-5,AS,NBA2"
3,Alex English,33,DEN,SF,82,82,37.6,11.8,23.4,0.503,0,0.2,0.267,11.7,23.2,0.504,0.504,5,5.9,0.844,1.8,2.4,4.2,5.1,0.9,0.3,2.6,2.6,28.6,"MVP-14,AS"
4,Larry Bird,30,BOS,SF,74,73,40.6,10.6,20.2,0.525,1.2,3,0.4,9.4,17.2,0.547,0.555,5.6,6.1,0.91,1.7,7.5,9.2,7.6,1.8,0.9,3.2,2.5,28.1,"MVP-3,AS,NBA1"
5,Kiki Vandeweghe,28,POR,SF,79,79,38.3,10.2,19.6,0.523,0.5,1,0.481,9.7,18.5,0.525,0.536,5.9,6.7,0.886,1.1,2.1,3.2,2.8,0.7,0.2,1.8,1.7,26.9,
6,Kevin McHale,29,BOS,PF,77,77,39.7,10.3,17,0.604,0,0.1,0,10.3,16.9,0.606,0.604,5.6,6.6,0.836,3.2,6.7,9.9,2.6,0.5,2.2,2.6,3.1,26.1,"MVP-4,DPOY-5,AS,NBA1,DEF1"
7,Mark Aguirre,27,DAL,SF,80,80,33.3,9.8,19.9,0.495,0.7,1.9,0.353,9.2,18,0.51,0.512,5.4,7,0.77,2.3,3.1,5.3,3.2,1.1,0.4,2.7,3,25.7,"MVP-15,AS"
8,Dale Ellis,26,SEA,SG,82,76,37.5,9.6,18.5,0.516,1,2.9,0.358,8.5,15.6,0.546,0.545,4.7,6,0.787,2.3,3.2,5.5,2.9,1.3,0.4,2.9,3.3,24.9,MIP-1
9,Moses Malone,31,WSB,C,73,70,34.1,8.2,18,0.454,0,0.2,0,8.2,17.8,0.458,0.454,7.8,9.5,0.824,4.7,6.6,11.3,1.6,0.8,1.3,2.8,1.9,24.1,"MVP-10,AS,NBA2"
10,Magic Johnson,27,LAL,PG,80,80,36.3,8.5,16.4,0.522,0.1,0.5,0.205,8.4,15.9,0.532,0.525,6.7,7.9,0.848,1.5,4.8,6.3,12.2,1.7,0.5,3.8,2.1,23.9,"MVP-1,AS,NBA1"
11,Walter Davis,32,PHO,SG,79,79,33.5,9.9,19.2,0.514,0.3,1,0.259,9.6,18.2,0.529,0.521,3.6,4.2,0.862,1.1,1.9,3.1,4.6,1.2,0.1,2.9,2.3,23.6,AS
12,Hakeem Olajuwon,24,HOU,C,75,75,36.8,9,17.8,0.508,0,0.1,0.2,9,17.7,0.509,0.509,5.3,7.6,0.702,4.2,7.2,11.4,2.9,1.9,3.4,3,3.9,23.4,"MVP-7,AS,NBA1,DEF1"
13,Tom Chambers,27,SEA,PF,82,82,36.8,8,17.6,0.456,0.7,1.8,0.372,7.4,15.9,0.466,0.475,6.5,7.7,0.849,2,4.7,6.6,3,1,0.6,3.3,3.7,23.3,AS
14,Charles Barkley,23,PHI,PF,68,62,40.3,8.2,13.8,0.594,0.3,1.5,0.202,7.9,12.3,0.643,0.606,6.3,8.3,0.761,5.7,8.9,14.6,4.9,1.8,1.5,4.7,3.7,23,"MVP-6,AS,NBA2"
15,Xavier McDaniel,23,SEA,SF,82,82,37,9.8,19.3,0.509,0,0.2,0.214,9.8,19.1,0.512,0.51,3.4,4.8,0.696,4.1,4.5,8.6,2.5,1.4,0.6,2.9,3.7,23,
16,Ron Harper,23,CLE,SG,82,82,37.4,9,19.7,0.455,0.2,1.1,0.213,8.7,18.5,0.47,0.461,4.7,6.9,0.684,2.1,2.7,4.8,4.8,2.5,1,4.2,3,22.9,ROY-2
17,Bernard King,30,NYK,SF,6,4,35.7,8.7,17.5,0.495,0,0,,8.7,17.5,0.495,0.495,5.3,7.2,0.744,2.2,3.2,5.3,3.2,0.3,0,2.5,2.3,22.7,
18,Larry Nance,27,PHO,PF,69,67,37.2,8.5,15.4,0.551,0,0.1,0.2,8.5,15.3,0.553,0.551,5.5,7.1,0.773,2.7,6,8.7,3.4,1.2,2.1,2.2,3.2,22.5,
19,Jeff Malone,25,WSB,SG,80,79,34.5,8.6,18.9,0.457,0.1,0.3,0.154,8.6,18.5,0.462,0.458,4.7,5.3,0.885,0.6,2.1,2.7,3.7,0.9,0.2,2.3,1.9,22,AS
20,Clyde Drexler,24,POR,SG,82,82,38,8.6,17.2,0.502,0.1,0.6,0.234,8.5,16.6,0.511,0.506,4.4,5.7,0.76,2.8,3.5,6.3,6.9,2.5,0.9,3.1,3.4,21.7,
21,Karl Malone,23,UTA,PF,82,82,34.8,8.9,17.3,0.512,0,0.1,0,8.9,17.3,0.514,0.512,3.9,6.6,0.598,3.4,7,10.4,1.9,1.3,0.7,2.9,3.9,21.7,MVP-12
22,Adrian Dantley,31,DET,SF,81,81,33.8,7.4,13.9,0.534,0,0.1,0.167,7.4,13.8,0.536,0.534,6.7,8.2,0.812,1.3,2.8,4.1,2,0.8,0.1,2.2,2.4,21.5,
