# Which applied migration is documented by which file.
#
# WHY THIS FILE EXISTS
#
# db/ is documentation of what was applied, and it had drifted badly: 65
# migrations were applied to the live project and 39 files described them. Two
# whole features - account deletion and content moderation - existed only in
# production. A P0 fix (security_invoker on matches_public) was silently undone
# by a later migration and nothing noticed for eight days.
#
# The live migration NAME and the repo FILENAME do not match each other, and
# should not have to: one is a Supabase identifier, the other is a date-ordered
# document. So the mapping is written down rather than guessed at, and
# scripts/verify-schema-documented.mjs fails when a version applied to the
# project is missing from this list.
#
# Columns are tab-separated: version, name, file.
#
# The file column takes one of three values:
#   db/migrations/<name>.sql   the file documenting it
#   PRE-DB                     applied before db/ existed. db/README.md is
#                              explicit that this directory is a partial
#                              history, not a baseline - these are the part it
#                              never covered, and backfilling them means
#                              dumping the schema, which is a different job
#                              (see db/README.md's last paragraph).
#   FOLDED:<file>              applied as its own migration, documented inside
#                              a file that covers the whole change.
#
# ADDING A MIGRATION: write the file, apply it, add its row here. All three, or
# the check fails - which is the point.

20260721204003	ball_knowledge_core_schema	PRE-DB
20260721204051	ball_knowledge_rpc_functions	PRE-DB
20260721204529	restrict_internal_helper_functions	PRE-DB
20260721204555	restrict_internal_helpers_from_public	PRE-DB
20260721204825	profile_history_and_tamper_protection	PRE-DB
20260721205346	restrict_match_roster_visibility	PRE-DB
20260727165603	add_career_totals_to_profiles	PRE-DB
20260727185320	add_banner_progress_to_profiles	PRE-DB
20260727185821	add_featured_badges_to_profiles	PRE-DB
20260727190011	award_banner_progress_on_ranked_win	PRE-DB
20260729190855	presence_ticker	db/migrations/20260729_01_presence.sql
20260729191226	era_records	db/migrations/20260729_02_era_records.sql
20260729191749	presence_lock_down_table_grants	FOLDED:db/migrations/20260729_01_presence.sql
20260730031507	add_profile_stat_records	db/migrations/20260730_01_profile_stat_records.sql
20260730032915	add_profile_mvp_counts	db/migrations/20260730_02_profile_mvp_counts.sql
20260730123052	create_squads	db/migrations/20260730_03_squads.sql
20260730123114	squads_helpers_and_policies	FOLDED:db/migrations/20260730_03_squads.sql
20260730123155	squads_rpcs	FOLDED:db/migrations/20260730_03_squads.sql
20260730123301	fix_create_squad_broken_placeholder	FOLDED:db/migrations/20260730_03_squads.sql
20260730123332	squads_join_leave_rpcs	FOLDED:db/migrations/20260730_03_squads.sql
20260730123358	squads_management_rpcs	FOLDED:db/migrations/20260730_03_squads.sql
20260730130118	add_squad_rep	db/migrations/20260730_04_squad_rep.sql
20260730134124	create_friendships	db/migrations/20260730_06_friends.sql
20260730134413	add_friendly_matches	FOLDED:db/migrations/20260730_06_friends.sql
20260730150428	sport_scope_matchmaking	db/migrations/20260731_01_sport_scope_matchmaking.sql
20260730155545	players_add_shooting_columns	FOLDED:db/migrations/20260730_01_players_sync_real_dataset.sql
